Facility Name,Building Name,Year Built,Priority Level,GradeCategory,PhysicalAddress,Latitude,Longitude,County
South Bend Jr/Sr High School,Vocational Building,,Very High,Other,"400 E. 1st, South Bend, Washington, 98586-0437",46.66184,-123.79168,Pacific
South Bend Jr/Sr High School,Main Building High School,,High,Other,"400 E. 1st, South Bend, Washington, 98586-0437",46.66184,-123.79168,Pacific
South Ridge Elementary School,Main Building,,High,Elementary School,"502 NW 199TH STREET, RIDGEFIELD, Washington, 98642-5601",45.765629,-122.675106,Clark
South Whidbey Elementary School,Main Building,,Lower,Elementary School,"5380 Maxwelton Rd, Langley, Washington, 98260",48.014227,-122.411333,Island
South Whidbey Grades 5 & 6,A- Classrooms,,High,Middle School,"5675 Maxwelton Road, Langley, Washington, 98260-0370",48.01262973,-122.4109199,Island
South Whidbey Grades 5 & 6,C - Classrooms/Admin,,High,Middle School,"5675 Maxwelton Road, Langley, Washington, 98260-0370",48.01262973,-122.4109199,Island
South Whidbey Grades 5 & 6,D - WIA Office/Classrooms,,High,Middle School,"5675 Maxwelton Road, Langley, Washington, 98260-0370",48.01262973,-122.4109199,Island
South Whidbey Grades 5 & 6,E - Classrooms,,High,Middle School,"5675 Maxwelton Road, Langley, Washington, 98260-0370",48.01262973,-122.4109199,Island
South Whidbey Grades 5 & 6,F - Multipurpose,,High,Middle School,"5675 Maxwelton Road, Langley, Washington, 98260-0370",48.01262973,-122.4109199,Island
Southern Heights Elementary School,Building C - Admin/Multi,,Very High,Elementary School,"11249 14th Ave S, Seattle, Washington, 98168-2199",47.501925,-122.315788,King
Southern Heights Elementary School,Building A,,Moderate,Elementary School,"11249 14th Ave S, Seattle, Washington, 98168-2199",47.501925,-122.315788,King
Southern Heights Elementary School,Building B,,Moderate,Elementary School,"11249 14th Ave S, Seattle, Washington, 98168-2199",47.501925,-122.315788,King
Spinning Elementary School,Main Building,,Very High,Elementary School,"1306 E Pioneer, Puyallup, Washington, 98372-3384",47.188963,-122.277043,Pierce
Spinning Elementary School,East,,High,Elementary School,"1306 E Pioneer, Puyallup, Washington, 98372-3384",47.188963,-122.277043,Pierce
Stanley Elementary School,Gym Bldg,,High,Elementary School,"1712 S 17th St, Tacoma, Washington, 98405-0000",47.244449,-122.460111,Pierce
Stanley Elementary School,First Bldg,,Lower,Elementary School,"1712 S 17th St, Tacoma, Washington, 98405-0000",47.244449,-122.460111,Pierce
Stanwood Elementary School,Main Building Unit C 1981,,High,Elementary School,"10227 273RD PL NW, STANWOOD, Washington, 98292-0000",48.245116,-122.372841,Snohomish
Stanwood Elementary School,Main Building Unit C 1966,,Moderate,Elementary School,"10227 273RD PL NW, STANWOOD, Washington, 98292-0000",48.245116,-122.372841,Snohomish
Stanwood Elementary School,Main Building Units A,,Moderate,Elementary School,"10227 273RD PL NW, STANWOOD, Washington, 98292-0000",48.245116,-122.372841,Snohomish
Stanwood Middle School,Main Building (Bldg 1) Units E and F,,Very High,Middle School,"9405 271ST ST NW, STANWOOD, Washington, 98292-0000",48.242725,-122.36092,Snohomish
Stanwood Middle School,Building 3 - Music,,High,Middle School,"9405 271ST ST NW, STANWOOD, Washington, 98292-0000",48.242725,-122.36092,Snohomish
Stanwood Middle School,Main Building (Building 1) Unit D,,Moderate,Middle School,"9405 271ST ST NW, STANWOOD, Washington, 98292-0000",48.242725,-122.36092,Snohomish
Stanwood Middle School,Main Building (Building 1) Unit G,,Moderate,Middle School,"9405 271ST ST NW, STANWOOD, Washington, 98292-0000",48.242725,-122.36092,Snohomish
Stevenson High School,Main Building,,High,High School,"390 NW Gropper Road, Stevenson, Washington, 98648-0000",45.701053,-121.887808,Skamania
Stevenson High School,Vocational Building,,High,High School,"390 NW Gropper Road, Stevenson, Washington, 98648-0000",45.701053,-121.887808,Skamania
Sunset Primary School,Main Building,,High,Elementary School,"4523 97TH AVE W, UNIVERSITY PLACE, Washington, 98466-0000",47.215457,-122.564076,Pierce
Sylvester Middle School,100 Building,,High,Middle School,"16222 Sylvester Road SW, Burien, Washington, 98166-3093",47.457463,-122.342609,King
Sylvester Middle School,200 Building,,High,Middle School,"16222 Sylvester Road SW, Burien, Washington, 98166-3093",47.457463,-122.342609,King
Sylvester Middle School,400 Building,,High,Middle School,"16222 Sylvester Road SW, Burien, Washington, 98166-3093",47.457463,-122.342609,King
Sylvester Middle School,500 Building - Library,,High,Middle School,"16222 Sylvester Road SW, Burien, Washington, 98166-3093",47.457463,-122.342609,King
Sylvester Middle School,600 Building,,High,Middle School,"16222 Sylvester Road SW, Burien, Washington, 98166-3093",47.457463,-122.342609,King
Sylvester Middle School,700 Building - Band/Drama,,High,Middle School,"16222 Sylvester Road SW, Burien, Washington, 98166-3093",47.457463,-122.342609,King
Sylvester Middle School ,300 Building -,,High,Middle School,"16222 Sylvester Road SW, Burien, Washington, 98166-3093",47.457463,-122.342609,King
Tacoma School of the Arts-Pacific,SOTA Pacific Ave,,Very High,High School,"1102 A St Suite 200, Tacoma, Washington, 98402-0000",47.25514764,-122.441162,Pierce
Taholah School,Main Building,,High,Other,"600 Chitwhin Dr., Taholah, Washington, 98587",47.344192,-124.287417,Grays Harbor
Taholah School,Covered Court,,Moderate,High School,"600 CHITWHIN DR, TAHOLAH, Washington, 98587-0249",47.344192,-124.287417,Grays Harbor
Thorp Elementary and Jr-Sr High School,Thorp Elem/Jr/Sr High,,Lower,K-12,"10831 N THORP HWY, THORP, Washington, 98946-0000",47.069388,-120.675509,Kittitas
Thorp Elementary and Junior Senior High School,Brick Building,,Very High,K-12,"10831 N THORP HWY, THORP, Washington, 98946-0000",47.069388,-120.675509,Kittitas
Thurgood Marshall Middle School,Gym Building,,Lower,Middle School,"3939 20TH AVE NW, OLYMPIA, Washington, 98502-8542",47.062365,-122.950756,Thurston
Thurgood Marshall Middle School,Main Building,,Lower,Middle School,"3939 20TH AVE NW, OLYMPIA, Washington, 98502-8542",47.062365,-122.950756,Thurston
Tillicum Elementary School,Classroom Building - TL1,1944,Very High,Elementary School,"8514 Maple ST SW, Lakewood, Washington, 98498-2398",47.124995,-122.553634,Pierce
Toledo Elementary School,Main Building,,High,Elementary School,"311 S 6th St, Toledo, Washington, 98591",46.438815,-122.852806,Lewis
Toledo Middle School,Classroom Bldg. (Bldg #2),,High,Middle School,"155 N 5th St, Toledo, Washington, 98591",46.440834,-122.849789,Lewis
Toledo Middle School,Main Building (Bldg. #1),,High,Middle School,"155 N 5th St, Toledo, Washington, 98591",46.440834,-122.849789,Lewis
Tonasket Elementary School,Tonasket Elementary,,Lower,Elementary School,"35ES HIGHWAY 20, TONASKET, Washington, 98855-0000",48.70226067,-119.4324393,Okanogan
Tonasket Middle-High School,High School/Middle School,,Lower,Elementary School,"35ES HIGHWAY 20, TONASKET, Washington, 98855-0000",48.70226067,-119.4324393,Okanogan
Totem Middle School,Cafeteria Gym Building,,Very High,Middle School,"1605 7th St, Marysville, Washington, 98270-4672",48.054978,-122.173605,Snohomish
Totem Middle School,Home Economics Building,,High,Middle School,"1605 7th St, Marysville, Washington, 98270-4672",48.054978,-122.173605,Snohomish
Totem Middle School,Main Building,,High,Middle School,"1605 7th St, Marysville, Washington, 98270-4672",48.054978,-122.173605,Snohomish
Totem Middle School,School House Cafe,,High,Middle School,"1605 7th St, Marysville, Washington, 98270-4672",48.054978,-122.173605,Snohomish
Totem Middle School,Science Building,,High,Middle School,"1605 7th St, Marysville, Washington, 98270-4672",48.054978,-122.173605,Snohomish
Touchet Elementary and High School,Elementary - Main Building,,High,K-12,"90 CHAMPION STREET, TOUCHET, Washington, 99360-0135",46.043447,-118.672263,Walla Walla
Touchet Elementary and High School,Secondary Facility,,High,K-12,"90 CHAMPION STREET, TOUCHET, Washington, 99360-0135",46.043447,-118.672263,Walla Walla
Touchet Elementary and High School,CTE Building,,Moderate,K-12,"90 CHAMPION STREET, TOUCHET, Washington, 99360-0135",46.043447,-118.672263,Walla Walla
Twin City Elementary School,Main Building,,High,Elementary School,"26211 72ND AVE NW, STANWOOD, Washington, 98292-0000",48.23454,-122.32852,Snohomish
Union Ridge Elementary School,Main Building,,High,Elementary School,"330 N FIFTH AVE, RIDGEFIELD, Washington, 98642-9274",45.817792,-122.742265,Clark
Vashon Island High School,Building D - Gymnasium,,Very High,High School,"9600 SW 204TH ST, VASHON, Washington, 98070-0000",47.423293,-122.458143,King
Vashon Island High School,Building K - Annex,,High,High School,"9600 SW 204TH ST, VASHON, Washington, 98070-0000",47.423293,-122.458143,King
Voyager Elementary School,Main Building,,Lower,Elementary School,"5615 Kopachuck Dr NW, Gig Harbor, Washington, 98335-5954",47.309245,-122.678057,Pierce
Waller Road Elementary School,Main Building,,High,Elementary School,"6312 Waller Rd E, Tacoma, Washington, 98443-1449",47.199682,-122.38959,Pierce
Warden K-12,Cafeteria,,Lower,Elementary School,"101 W BECK WAY, WARDEN, Washington, 98857-9401",46.96133581,-119.0410488,Grant
Warden K-12,Middle School/High School,,Lower,High School,"101 W BECK WAY, WARDEN, Washington, 98857-9401",46.960369,-119.042186,Grant
Washington Elementary School,Main Building,1950,Very High,Elementary School,"800 Field Street, Centralia, Washington, 98531-3824",46.708545,-122.953674,Lewis
Washtucna Elementary High School,Ag Shop/ Music Room,,High,PK-12,"730 East Booth Avenue, Washtucna, Washington, 99371-0688",46.752682,-118.310063,Adams
Washtucna Elementary High School,Main Building,,High,PK-12,"730 East Booth Avenue, Washtucna, Washington, 99371-0688",46.752682,-118.310063,Adams
Wayne M. Henkle Middle School,Middle School,,High,Middle School,"480 NW LOOP ROAD, WHITE SALMON, Washington, 98672-0000",45.74023818,-121.4942537,Klickitat
West Valley Junior High School,WVJH (Gym Building),,Moderate,Middle School,"7505 Zier Rd, Yakima, Washington, 98908-2077",46.57653721,-120.6093183,Yakima
West Valley Junior High School,WVJH (Main Building),,Moderate,Middle School,"7505 Zier Rd, Yakima, Washington, 98908-2077",46.57653721,-120.6093183,Yakima
West View Elementary School,Main Building,1950,Very High,Elementary School,"515 W VICTORIA AVE, BURLINGTON, Washington, 98233-1028",48.477418,-122.341179,Skagit
Whatcom Middle School,Industrial Arts Building,1978,High,Middle School,"810 Halleck St, Bellingham, Washington, 98225-3243",48.75913866,-122.4800982,Whatcom
Whatcom Middle School,Music Building,1971,Lower,Middle School,"810 Halleck St, Bellingham, Washington, 98225-3243",48.75913866,-122.4800982,Whatcom
White Pass Elementary School,Main Building,,Moderate,Elementary School,"127 Kindle Road, Randle, Washington, 98377-9209",46.53544699,-121.9275702,Lewis
White Pass Junior Senior High School,Main Building,,Lower,Other,"516 Silverbrook Road, Randle, Washington, 98377",46.53667939,-121.9299059,Lewis
Wilder Elementary School,Main Building,,Lower,Elementary School,"22130 NE 133rd, Woodinville, Washington, 98077-7270",47.7195,-122.041538,King
Wildwood Elementary,Main Building,,Moderate,Elementary School,"1601 26th Ave SE, Puyallup, Washington, 98374-1349",47.166604,-122.273232,Pierce
Willapa Elementary School,Main Building,,High,Elementary School,"845 Willapa 4th Street, Raymond, Washington, 98577-9308",46.675842,-123.664905,Pacific
Willie Stewart Academy,Main Bldg,,Very High,,"908 Broadway, Tacoma, WA 98402",,,Pierce
Wilson Creek K-12,Main - Gym & Classrooms,,High,Elementary School,"400 Navar Street, Wilson Creek, Washington, 98860-0000",47.42565705,-119.1208887,Grant
Wilson Creek K-12,Gym/Commons,,Lower,Other,"400 Navar Street, Wilson Creek, Washington, 98860-0000",47.426227,-119.120707,Grant
Wilson Creek K-12 ,Business Building/Home,,Lower,Elementary School,"400 Navar Street, Wilson Creek, Washington, 98860-0000",47.42565705,-119.1208887,Grant
Wilson Creek K-12 ,Vo-Ag / Science Bldg,,Lower,Other,"400 Navar Street, Wilson Creek, Washington, 98860-0000",47.426227,-119.120707,Grant
Wilson Middle School,Main Building,,High,Middle School,"902 S 44th Ave, Yakima, Washington, 98908-3838",46.588396,-120.56817,Yakima
Wilson Middle School,Science Building,,High,Middle School,"902 S 44th Ave, Yakima, Washington, 98908-3838",46.588396,-120.56817,Yakima
Wind River Education,Main Building,,High,Middle School,"411 Hot Springs Avenue, Carson, Washington, 98610",45.72677069,-121.8109204,Skamania
Woodland Middle School,Gymnasium Building,,Very High,Middle School,"755 Park St, Woodland, Washington, 98674",45.90484125,-122.7479802,Cowlitz
Woodland Middle School,Main Building,,Very High,Middle School,"755 Park St, Woodland, Washington, 98674",45.90484125,-122.7479802,Cowlitz
Woodland Middle School,Performing Arts,,Very High,Middle School,"755 Park St, Woodland, Washington, 98674",45.90484125,-122.7479802,Cowlitz
Woodland Middle School ,Shared High School /Middle School,,Very High,Middle School,"755 Park St, Woodland, Washington, 98674",45.90484125,-122.7479802,Cowlitz
Woodland Middle School ,Vocational Building,,Very High,Middle School,"755 Park St, Woodland, Washington, 98674",45.90484125,-122.7479802,Cowlitz
Woodlands Elementary,Main,1981,Lower,Elementary School,"7420 CENTRAL VALLEY RD NE, BREMERTON, Washington, 98311-0000",47.629827,-122.647746,Kitsap
Woodward Middle School,2-Story Classroom Wing,,Lower,Middle School,"9100 NE Sportsman Club Rd, Bainbridge Island, Washington, 98110-3640",47.64527634,-122.5291623,Kitsap
Woodward Middle School,Gym,,Lower,Middle School,"9100 NE Sportsman Club Rd, Bainbridge Island, Washington, 98110-3640",47.64527634,-122.5291623,Kitsap
Woodward Middle School,Main Building,1994,Lower,Middle School,"9100 NE Sportsman Club Rd, Bainbridge Island, Washington, 98110-3640",47.64527634,-122.5291623,Kitsap
10th Street School,,,Not assessed,Middle School,"7204 27th Ave NE, Marysville, Washington, 98271",48.06107328,-122.1997286,Snohomish
A G West Black Hills High School,,,Not assessed,High School,"7741 Littlerock Road SW, Tumwater, Washington, 98512-0000",46.97822,-122.948103,Thurston
A-3 Multiagency Adolescent Prog,,,Not assessed,Other,"1807 N. Washington, Spokane, Washington, 99205",47.67436198,-117.4177462,Spokane
Abraham Lincoln Elementary,,,Not assessed,Elementary School,"1224 METHOW ST., WENATCHEE, Washington, 98801-0000",47.40689,-120.309579,Chelan
Acceleration Academy,,,Not assessed,High School,"16218 Pacific Ave, Spanaway, Washington, 98387",47.109105,-122.435448,Pierce
ACES High School,,,Not assessed,High School,"9700 Holly Drive, Everett, Washington, 98204",47.910699,-122.244378,Snohomish
Adams Elementary,,,Not assessed,Elementary School,"14707 E 8th Ave, Spokane Valley, Washington, 99037-9670",47.650114,-117.20625,Spokane
Adams Elementary,,,Not assessed,Elementary School,"1309 S Camas Ave, Wapato, Washington, 98951-9790",46.435961,-120.415941,Yakima
Adams Elementary School,,,Not assessed,Elementary School,"6110 28 AV NW, SEATTLE, Washington, 98107-5314",47.672865,-122.39222,King
Adelaide Elementary School,,,Not assessed,Elementary School,"1635 SW 304th ST, Federal Way, Washington, 98023-3431",47.328893,-122.356409,King
Adna Elementary School,,,Not assessed,Elementary School,"220 Dieckman Rd., Chehalis, Washington, 98532-0000",46.638397,-123.059422,Lewis
Adna Middle/High School,,,Not assessed,Other,"121 Adna School Rd., Chehalis, Washington, 98532-0000",46.630359,-123.056919,Lewis
Ahtanum Valley Elementary,,,Not assessed,Elementary School,"3006 S Wiley Rd, Yakima, Washington, 98908-9743",46.549704,-120.650427,Yakima
AIM High School,,,Not assessed,High School,"525  13th St, Snohomish, Washington, 98290-0000",47.927217,-122.087013,Snohomish
Aki Kurose Middle School,,,Not assessed,Middle School,"3928 S GRAHAM ST, Seattle, Washington, 98118-3172",47.546503,-122.282508,King
Alan T. Sugiyama High School,,,Not assessed,High School,"8601 Rainier Ave S, SEATTLE, Washington, 98118-4631",47.525823,-122.270666,King
Albert Einstein Middle School,,,Not assessed,Middle School,"19343 3rd Avenue N.W., Shoreline, Washington, 98177-3012",47.769729,-122.362941,King
Alcott Elementary,,,Not assessed,Elementary School,"4213 - 228th AVE NE, Redmond, Washington, 98053-8333",47.646716,-122.037838,King
Alderwood Elementary School,,,Not assessed,Elementary School,"3400 Hollywood Ave, Bellingham, Washington, 98225-1134",48.77881,-122.527028,Whatcom
Alderwood Middle School,,,Not assessed,Middle School,"1132 172nd St SW, LYNNWOOD, Washington, 98037",47.84084004,-122.2482885,Snohomish
Alfaretta House,,,Not assessed,High School,"10320 Farwest Drive SW, Lakewood, Washington, 98499-0000",47.16534,-122.522895,Pierce
Alki Elementary School,,,Not assessed,Elementary School,"3010 59 AV SW, SEATTLE, Washington, 98116-2820",47.577403,-122.407392,King
Alki Middle School,,,Not assessed,Middle School,"1800 NW BLISS RD, VANCOUVER, Washington, 98685-1823",45.723652,-122.688874,Clark
Allen Creek Elementary School,,,Not assessed,Elementary School,"6505 60th NE, Marysville, Washington, 98270-3498",48.054912,-122.148168,Snohomish
Allen Elementary,,,Not assessed,Other,"17145 COOK ROAD, BOW, Washington, 98232-9797",48.509301,-122.373879,Skagit
Almira Coulee Hartline High School,,,Not assessed,High School,"413 N. 4th Street, Coulee City, Washington, 99115",47.6140917,-119.2937801,Grant
Almira Elementary School,,,Not assessed,Other,"310 S 3RD ST, ALMIRA, Washington, 99103-9711",47.707317,-118.941213,Lincoln
Alpac Elementary School,,,Not assessed,Elementary School,"310 MILWAUKEE BLVD N, PACIFIC, Washington, 98047-1122",47.271007,-122.248891,King
Alpine Lakes Elementary,,,Not assessed,Elementary School,"500 Pine Street, Leavenworth, Washington, 98826-1215",47.601783,-120.661303,Chelan
Alternative Northeast Community Center Preschool,,,Not assessed,PK Only,"4001 N Cook, Spokane, Washington, 99207-5880",47.694227,-117.374164,Spokane
Alternative Spcl Needs Div Occ,,,Not assessed,High School,"601 S 8TH ST, TACOMA, Washington, 98405-4614",47.25581334,-122.4459677,Pierce
Alternative Tamarack School,,,Not assessed,Other,"W 2901 Ft George Wright, Spokane, Washington, 99224-5253",47.6768601,-117.4544175,Spokane
Amboy Middle School,,,Not assessed,Middle School,"22115 NE CHELATCHIE RD, AMBOY, Washington, 98601-0000",45.913375,-122.446155,Clark
Amistad Elementary School,,,Not assessed,Elementary School,"123 S Kent St, KENNEWICK, Washington, 99336-6061",46.20759,-119.130979,Benton
Amon Creek Elementary,,,Not assessed,Elementary School,"18 Center Parkway, Richland, Washington, 99352",46.21013204,-119.2534678,Benton
Anacortes High School,,,Not assessed,High School,"1600 20th Street, Anacortes, Washington, 98221-2396",48.507102,-122.62255,Skagit
Anacortes Middle School,,,Not assessed,Middle School,"2202 M Avenue, Anacortes, Washington, 98221-3799",48.503761,-122.618195,Skagit
Ancient Lakes Elementary,,,Not assessed,Elementary School,"417 C Street SE, Quincy, Washington, 98848",47.23578205,-119.8454011,Grant
Anderson Island Elementary,,,Not assessed,Elementary School,"13005 Camus Road, Anderson Island, Washington, 98303-0000",47.163141,-122.712591,Pierce
Angelo Giaudrone Middle School,,,Not assessed,Middle School,"4902 S Alaska St, Tacoma, Washington, 98408-0000",47.211954,-122.459431,Pierce
Apollo Elementary,,,Not assessed,Elementary School,"15025 SE 117TH ST, RENTON, Washington, 98059-6017",47.497455,-122.138804,King
Apple Valley Elementary,,,Not assessed,Elementary School,"7 N 88th Avenue, Yakima, Washington, 98908-1408",46.597925,-120.62414,Yakima
Arbor Heights Elementary School,,,Not assessed,Elementary School,"3701 SW 104th Street, SEATTLE, Washington, 98146",47.509617,-122.377991,King
Arcadia Elementary,,,Not assessed,Elementary School,"E. 1120 ""D"" Street, Deer Park, Washington, 99006-0610",47.950148,-117.4581,Spokane
Ardmore Elementary School,,,Not assessed,Elementary School,"16616 NE 32nd Street, Bellevue, Washington, 98008-2006",47.639449,-122.11725,King
Arlington Elementary,,,Not assessed,Elementary School,"6363 N Smith St, Spokane, Washington, 99217-7626",47.716154,-117.37278,Spokane
Arlington Elementary School,,,Not assessed,Elementary School,"3002 S 72nd St, Tacoma, Washington, 98409-0000",47.191666,-122.474092,Pierce
Arlington High School,,,Not assessed,High School,"18821 Crown Ridge Blvd, Arlington, Washington, 98223-4015",48.166072,-122.114933,Snohomish
Arlington Open Doors,,,Not assessed,High School,"4407 172nd ST NE, Arlington, Washington, 98223",48.15307,-122.17,Snohomish
Arlington Special Educ School,,,Not assessed,PK-12,"315 N French Ave, Arlington, Washington, 98223",48.19553558,-122.1225297,Snohomish
Armin Jahr Elementary,,,Not assessed,Elementary School,"800 Dibb Street, Bremerton, Washington, 98310-2777",47.592845,-122.63571,Kitsap
Arrowhead Elementary,,,Not assessed,Elementary School,"6725 NE Arrowhead DR, Kenmore, Washington, 98028-4343",47.737387,-122.251682,King
Arthur Jacobsen Elementary,,,Not assessed,Elementary School,"29205 132ND AVE SE, Auburn, Washington, 98092-2142",47.340084,-122.167962,King
Artondale Elementary School,,,Not assessed,Elementary School,"6219 40th Street NW, Gig Harbor, Washington, 98335-7299",47.29461,-122.621683,Pierce
Artz Fox Elementary,,,Not assessed,Elementary School,"805 Washington Street, Mabton, Washington, 98935-0040",46.215326,-119.990285,Yakima
Asotin Elementary,,,Not assessed,Elementary School,"314 1ST ST, ASOTIN, Washington, 99402-0000",46.34059488,-117.0502581,Asotin
Asotin Jr Sr High,,,Not assessed,Other,"215 SECOND STREET, ASOTIN, Washington, 99402-0000",46.34014671,-117.0521685,Asotin
Aspire Academy,,,Not assessed,K-12,"3302 Cedardale Rd #B300, Mount Vernon, Washington, 98274",48.39477342,-122.3295259,Skagit
Aspire Middle School,,,Not assessed,Middle School,"5900 54th Ave SE, Lacey, Washington, 98513",47.001034,-122.805392,Thurston
Auburn Mountainview High School,,,Not assessed,High School,"28900 124th AVE SE, Auburn, Washington, 98092-3101",47.342029,-122.171828,King
Auburn Online,,,Not assessed,Other,"5701 Kersey Way SE, Auburn, Washington, 98092",47.25842166,-122.1894412,King
Auburn Opportunity Project,,,Not assessed,High School,"401 West Main Street, Auburn, Washington, 98001-5275",47.30818,-122.23476,King
Auburn Riverside High School,,,Not assessed,High School,"501 ORAVETZ RD SE, AUBURN, Washington, 98092-8621",47.267765,-122.222247,King
Auburn Senior High School,,,Not assessed,High School,"711 E MAIN ST, AUBURN, Washington, 98002-5662",47.310469,-122.220216,King
Audubon Elementary,,,Not assessed,Elementary School,"3045 180th NE, Redmond, Washington, 98052-5810",47.637286,-122.101345,King
Avanti High School,,,Not assessed,High School,"1113 LEGION WAY SE, OLYMPIA, Washington, 98501-1652",47.043706,-122.887664,Thurston
Aylen Jr High,,,Not assessed,Jr High,"101 15th St SW, Puyallup, Washington, 98371-5251",47.193299,-122.313021,Pierce
B F Day Elementary School,,,Not assessed,Elementary School,"3921 LINDEN AV N, SEATTLE, Washington, 98103-7803",47.654798,-122.349114,King
Badger Mountain Elementary,,,Not assessed,Elementary School,"1515 Elementary Street, Richland, Washington, 99352-0000",46.2817524,-119.3710962,Benton
Bailey Gatzert Elementary School,,,Not assessed,Elementary School,"1301 E YESLER WY, SEATTLE, Washington, 98122-5430",47.601215,-122.315507,King
Bainbridge Special Education Services,,,Not assessed,PK-12,"8489 Madison Ave NE, Bainbridge Island, Washington, 98110-2999",47.63876084,-122.5217392,Kitsap
Baker Middle School,,,Not assessed,Middle School,"8001 So J Street, Tacoma, Washington, 98408-0000",47.181932,-122.446236,Pierce
Balboa Elementary,,,Not assessed,Elementary School,"3010 W Holyoke Ave, Spokane, Washington, 99208-4699",47.718352,-117.45595,Spokane
Ballard High School,,,Not assessed,High School,"1418 NW 65 ST, SEATTLE, Washington, 98117-5237",47.67669,-122.375311,King
Ballou Jr High,,,Not assessed,Jr High,"9916 136th St E, Puyallup, Washington, 98373-5667",47.131959,-122.296351,Pierce
Barbara McClintock STEM Elementary,,,Not assessed,Elementary School,"5706 Road 60, Pasco, Washington, 99301",46.279278,-119.169759,Franklin
Barge-Lincoln Elementary School,,,Not assessed,Elementary School,"219 E I St, Yakima, Washington, 98901-1999",46.615102,-120.508717,Yakima
Barker Creek Community School,,,Not assessed,K-12,"1400 McWilliams Road, Bremerton, Washington, 98311",47.62236036,-122.6315209,Kitsap
Barnes Elementary,,,Not assessed,Elementary School,"401 Barnes, Kelso, Washington, 98626-0000",46.159866,-122.908062,Cowlitz
Basin City Elem,,,Not assessed,Elementary School,"303 Bailie Boulevard, Mesa, Washington, 99343-0000",46.59542,-119.153393,Franklin
Bates Technical College - Open Doors,,,Not assessed,High School,"1101 South Yakima Ave., Tacoma, Washington, 98405",47.25196,-122.44649,Pierce
Bates Technical High School,,,Not assessed,High School,"1101 South Yakima Avenue, Tacoma, Washington, 98405-4895",47.25196,-122.44649,Pierce
Battle Ground High School,,,Not assessed,High School,"300 W MAIN ST, BATTLE GROUND, Washington, 98604-0000",45.782094,-122.540213,Clark
Bay View Elementary,,,Not assessed,Other,"15241 JOSH WILSON RD, BURLINGTON, Washington, 98233-9648",48.488201,-122.417656,Skagit
BBCC Open Doors Re-Engagement Program,,,Not assessed,High School,"309 E. 5th Ave. , Moses Lake , Washington, 98837",47.12938752,-119.2734131,Grant
Beach Elem,,,Not assessed,Elementary School,"3786 Centerview Road, Lummi Island, Washington, 98262-0000",48.72514516,-122.6872392,Whatcom
Beachwood Elementary School,,,Not assessed,Elementary School,"8890 Concord Avenue, JBLM Lewis North, Washington, 98433",47.119913,-122.587344,Pierce
Beacon Avenue Elementary School,,,Not assessed,Elementary School,"1717 East Beacon Avenue, Montesano, Washington, 98563-9755",46.98435431,-123.5809623,Grays Harbor
Beacon Hill International School,,,Not assessed,Elementary School,"2025 14 AV S, SEATTLE, Washington, 98144-4205",47.585116,-122.315256,King
Bear Creek Elementary,,,Not assessed,Elementary School,"18101 Avondale RD NE, Woodinville, Washington, 98077-9183",47.759372,-122.080546,King
Beaver Lake Middle School,,,Not assessed,Middle School,"25025 SE 32ND ST, ISSAQUAH, Washington, 98029-7738",47.580011,-122.005832,King
BECC,,,Not assessed,PK Only,"927 E FAIRHAVEN AVE, BURLINGTON, Washington, 98233-0000",48.475809,-122.322337,Skagit
Beezley Springs Elementary,,,Not assessed,Elementary School,"501 C ST NW, EPHRATA, Washington, 98823-0000",47.32621669,-119.5498871,Grant
Bell Elementary,,,Not assessed,Elementary School,"11212 NE 112TH, Kirkland, Washington, 98033-4520",47.701745,-122.191952,King
Bellevue Big Picture School,,,Not assessed,Other,"14844 SE 22nd Street, Bellevue, Washington, 98007",47.59212964,-122.1411569,King
Bellevue High School,,,Not assessed,High School,"10416 Wolverine Way, Bellevue, Washington, 98004-6600",47.604726,-122.19734,King
Bellingham Family Partnership Program,,,Not assessed,K-12,"1409 18th St, Bellingham, Washington, 98225-7201",48.71892,-122.49374,Whatcom
Bellingham High School,,,Not assessed,High School,"2020 Cornwall Ave, Bellingham, Washington, 98225-3648",48.75688,-122.473985,Whatcom
Bellingham Re-Engagement Program,,,Not assessed,High School,"1306 Dupont St, Bellingham, Washington, 98225-3118",48.75927983,-122.4869095,Whatcom
Bemiss Elementary,,,Not assessed,Elementary School,"2323 E Bridgeport Ave, Spokane, Washington, 99207-5799",47.68927,-117.375156,Spokane
Benge Elementary,,,Not assessed,Elementary School,"2978 E BENGE WINONA RD, BENGE, Washington, 99105-0697",46.910734,-118.099876,Adams
Benjamin Franklin Elementary,,,Not assessed,Elementary School,"5206 FRANKLIN ST, VANCOUVER, Washington, 98663-1698",45.659648,-122.678379,Clark
Bennett Elementary School,,,Not assessed,Elementary School,"17900 NE 16th Street, Bellevue, Washington, 98008",47.624538,-122.102192,King
Benson Hill Elementary School,,,Not assessed,Elementary School,"18665 116th Ave SE, Renton, Washington, 98058-7198",47.434855,-122.187877,King
Benton County Jail,,,Not assessed,High School,"7122 W Okanogan Place, Kennewick, Washington, 99337",46.22169,-119.21906,Benton
Benton/Franklin Juvenile Justice Center,,,Not assessed,Other,"5606 WEST CANAL DRIVE, KENNEWICK, Washington, 99336-1300",46.22437313,-119.1957969,Benton
